,Unnamed: 0,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
104,14,Seong Ho,A7,ballet,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",춤 추는 남자와 여자가 역동적임. 그렇다고 춤이 너무 역동적이진 않음.,7.0,  이제 막 춤추기 시작한 느낌 표현 원함.,8.0,  춤을 막 배우는 느낌 표현 원함.,9.0,  다수의 사람들이 있다는 느낌을 표현하였으면 함.,널부러진 꽃
105,15,5e67524094c67a000a04ca8e,A7,ballet,7.0,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[0,1,0,0]",Lots of dancing,7.0,,10.0,,5.0,,
106,16,6400dc9af341e8a575a457f6,A7,ballet,6.0,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]",the four people on the left are more accentuated and highlighted than the other figure far right,6.0,,6.0,,6.0,,
107,17,5e4875f3110b3730eefa32a1,A7,ballet,9.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,1,0,0]",not particularly dynamic,2.0,,3.0,,4.0,,
108,18,5e909d9ac9ce2503b2650797,A7,ballet,10.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",all of their posing shows movement,6.0,,6.0,,4.0,,
109,19,5fc00a11268eb941e7d8b066,A7,ballet,9.0,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The middle performer's face looks a little distorted so that's why I gravitated towards it first.,4.0,,3.0,,6.0,,
110,20,5b295f60bbd4880001117976,A7,ballet,9.0,"[0,0,0,0]","[1,1,1,1]","[0,1,1,1]","[0,1,1,1]",Lady  and man dancing to musicians,6.0,,6.0,,5.0,,
111,21,630100561dc47fd83f5b4745,A7,ballet,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",They look to be dancing with arms up in the air. ,10.0,,8.0,,8.0,,
112,22,5f7959d0b6791155e6932dd1,A7,ballet,7.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The two dancers in the middle are what brings dynamism to the picture as it is in contrast to the others in the picture who look static, just watching.",6.0,  The figure look like they are dancing to jolly music and so the accopanying music should be the same.,6.0,  The dance looks like it is of high pitch and so should the music.,4.0,"  The music should be light, like you could spring up to it, just as the figures are doing.",There should be a repeat melody that would be good for a dance with repeated choreography.
113,23,5967e9a831394d0001abdb3f,A7,ballet,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The figures are engaged in dancing,5.0,,4.0,,4.0,,Something classic to represent the era
114,24,657421f9661ce9a8cd7482d1,A7,ballet,9.0,"[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",a unique sense of dynamic art work,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate density music is good for the art work ,5.0,  Moderate density music is good for the art work ,
115,25,5e56590389b924000c184113,A7,ballet,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",A happy couple dancing. Movement but emotionally happy,8.0,,5.0,,7.0,,
116,26,65c4bfbc22bc351322c66e32,A7,ballet,7.0,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Outstanding,2.0,,3.0,,5.0,,
117,27,63f77942d3cad20e65a411a9,A7,ballet,10.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the people dancing, playing instruments",7.0,,7.0,,9.0,,
118,28,5c584d2040378900013b6fb9,A7,ballet,6.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,0]",This shows dance and instrument playing in a methodical manner,5.0,,6.0,,5.0,,
119,29,613e454dca2db9fcef1f8e8d,A7,ballet,7.0,"[0,0,0,0]","[1,1,1,0]","[1,1,1,0]","[0,1,1,0]","The figures dancing show movement, but the cat and the standing figures contrast this with stillness.",6.0,  Something suitable for dancing,6.0,  I imagine music of this era to be on the higher side of pitch,4.0,"  Light , playful rather than heavy or intense",
510,0,나비,A8,ballet,9.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 1, 1]","[0, 1, 0, 0]",팔다리의 큰 움직임,9.0,9,7.0,7,8.0,8,
511,1,rub,A8,ballet,9.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","it's a really loud painting for me, can hear the trainer shouting in the ballet classroom",8.0,8 |  i can image they've repeated this for thousands,7.0,7,8.0,8 |  he ( the trainer) is mad,
512,2,Daisy,A8,ballet,7.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 1, 0]","[0, 1, 0, 1]","The women are dancing, but the quality of the painting (or the drawing style) makes me feel that the definition is not good enough for rating the dynamics.",6.0,6 |  I think the tempo here is the tempo of the ballet dance.,8.0,"8 |  Because there is a conductor at the bottom of the painting, I think the music is high-pitched.",7.0,7 |  Same reason with the question about the pitch.,
513,3,Doky,A8,ballet,9.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 0, 0]","[0, 0, 0, 0]",일단 역동적 움직임을 하는 인원이 다인원임에 따라 역동성이 극대화됨 ,7.0,7 |  단체의 움직임인만큼 비교적 빠른 음악이 어울릴 것 같음.,4.0,4 |  뭔가 부족의 느낌이 강하기 때문에 좀 웅장하고 어두워보여 보통보다 조금 낮은 핏치가 어울림.,9.0,9 |  부족의 음악처럼 다양한 음악적 색채로 어우러진 높은 밀도의 음악이 어울릴 것 같음.,
514,4,chanpig,A8,ballet,9.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 0, 0]","[1, 1, 0, 0]",움직임도 보이고 배경에ㅜ라인이 잇어서 좀더 역동적,7.0,7 |  배경에 라인때문에 좀더 빠라보임,6.0,6 |  배경이 주는 색감때문에 엄청 높지않을듯,8.0,8 |  배경때문에 뭔가 급하고 긴장감이 보임,
515,5,곤듀,A8,ballet,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",선택한 부분에서 두 사람이 합을 맞추어 춤을 추고 있음이 느껴짐,5.0,5 |  그림의 색감 등 전체적인 분위기가 우아한 파티를 연상캐 함,3.0,3 |  샘플상의 보통피치는 본 그림에서 느껴지는 분위기에 비해 가볍다고 생각됨. 매우 낮은 피치 또는  매우 낮은 - 보통의 사이정도의 피치가 적당할 것으로 생각함.,5.0,5 |  그림을 보자마자 우아함이 연상됨. 따라서 보통의 음의 밀도가 적합하다고 생각함.,
516,6,이인애,A8,ballet,9.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]",선 터치 강렬,7.0,7,6.0,6,4.0,4,
517,7,고고,A8,ballet,9.0,"[0, 0, 0, 1]","[1, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]",다수가 춤추는 모습,9.0,9,9.0,9,9.0,9,
518,8,경,A8,ballet,9.0,"[0, 0, 0, 1]","[0, 0, 1, 0]","[1, 1, 1, 0]","[0, 1, 0, 0]","여러 인물의 팔, 다리의 포즈로 활동적인 움직임이 잘 드러남.",9.0,9 |  활동적인 움직임을 잘 나타냄.,7.0,"7 |  무겁지 않은 분위기, 여러 사람의 움직임을 잘 드러냄.",8.0,8 |  여러 사람의 움직임을 잘 드러냄.,
519,9,yoni,A8,ballet,7.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]",인물과 배경의 경계의 모호함 오른쪽 밑 쌩뚱맞은 손,9.0,9,8.0,8,3.0,3,
520,10,밍경댕,A8,ballet,7.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]","[0, 1, 0, 1]",자세가 역동적인 자세이나 화법이 좀 차분해서 그렇게 역동적으로 안 느껴짐 또한 회초리로 인해 억지로 연습하는 느낌,3.0,3 |  화법이나 색감이 그렇게 빠른 느낌은 안 듬,4.0,4 |  어두운 발레가 생각남.,8.0,8 |  배경이 짙은 녹색이다보니 밀도가 좀 높은 음으로 구성될 것 같음.,
521,11,배뀽,A8,ballet,9.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 0]","[1, 1, 1, 1]",춤추는 발레리나 숲의 떨림 ,8.0,8 |  지휘자의 지휘봉이 빠를 것 같음,9.0,9 |  빠른음으로 격렬하게 했으면 좋겠다,9.0,9 |  사람 많은 걸로 보아 밀도가 촘촘해야한다,
522,12,미지,A8,ballet,9.0,"[1, 1, 1, 1]","[1, 1, 1, 0]","[1, 0, 0, 0]","[1, 0, 0, 0]",배경의 거친표현이 역동성을 살림,4.0,4 | 질감 표현이 거칠게 느껴지고 전체적인 색채가 어두워 밝은 느낌의 빠른템포가 어울리지않음,4.0,4 | 위와 같은 이유,8.0,8 | 등장인물들의 수가 많기 때문에,
523,13,boldmas,A8,ballet,9.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 1, 0]","[1, 1, 0, 0]",The moving subjects of the painting and the most amount of concentrated and long brush strokes.,1.0,10 | The subjects seem to be dancing swiftly,8.0,8 | The performance seems to be very lively,1.0,10 | The performance seems to be intricate and lively and there are a multitude of people dancing,
524,14,Seong Ho,A8,ballet,10.0,"[0,1,0,0]","[1,1,1,1]","[0,1,1,0]","[0,1,0,0]",단체로 춤을 추는 모습. 붓 터치감이 매우 역동적으로 느껴짐.,10.0,  매우 빠른 느낌의 음악이 필요해 보임.,3.0,  전통춤이라 적당히 낮았으면 함.,10.0,  빽빽한 느낌 표현 원함.,짙은 푸른색이 주는 자연미.
525,15,5e67524094c67a000a04ca8e,A8,ballet,9.0,"[0,1,1,0]","[0,1,1,0]","[0,1,1,1]","[0,0,1,1]",Very dynamic but very hard to understand,10.0,,10.0,,10.0,,
526,16,6400dc9af341e8a575a457f6,A8,ballet,7.0,"[0,0,0,0]","[0,0,1,1]","[1,1,1,0]","[0,1,0,0]",indicates movement,8.0,,10.0,,10.0,,
527,17,5e4875f3110b3730eefa32a1,A8,ballet,9.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,1]",the striking stick,3.0,,8.0,,4.0,,
528,18,5e909d9ac9ce2503b2650797,A8,ballet,7.0,"[0,0,0,1]","[0,0,1,1]","[0,1,1,0]","[0,1,0,0]",line of dancers give a lot of movement,9.0,,8.0,,5.0,,
529,19,5fc00a11268eb941e7d8b066,A8,ballet,8.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,1]",The hand is most pronounced.,9.0,,8.0,,2.0,,
530,20,5b295f60bbd4880001117976,A8,ballet,7.0,"[0,0,0,1]","[0,0,1,1]","[0,1,1,0]","[0,1,0,0]",,7.0,,7.0,,7.0,,
531,21,630100561dc47fd83f5b4745,A8,ballet,7.0,"[0,0,1,1]","[0,0,1,1]","[1,1,0,0]","[0,1,0,0]",Movement from the arms and legs. ,5.0,,5.0,,5.0,,
532,22,5f7959d0b6791155e6932dd1,A8,ballet,7.0,"[0,0,0,0]","[0,0,1,1]","[0,1,0,1]","[0,0,0,1]",The contrast between the lightness of the ballet dancers and the prominent dark baton held in the bottom corner is what brings the dynamism. ,4.0,  A middling tempo should be had like the the slow smooth movements of the ballet dancers.,4.0,  The pitch should be moderate to low as you might have in the intro of a ballet show.,4.0,  The lightness should be like the apparent ease you get when watching a ballet dancer perform. Like it is all easy for them.,"There should also be a sense of solidity in the music, like a dramatic beat that comes in to show the forcefulness of the the hand holding the baton."
533,23,5967e9a831394d0001abdb3f,A8,ballet,8.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","The ballerina is dancing away, creating a sense of dynamism",2.0,  Slow dancing music,4.0,,1.0,,
534,24,657421f9661ce9a8cd7482d1,A8,ballet,8.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,0]",The sense of dynamic is unique with respect to the background area.,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
535,25,5e56590389b924000c184113,A8,ballet,9.0,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,0,1]","Light, movement, vitality, energy",10.0,,7.0,,9.0,,Brush strokes add movement. Colour palette too has such breadth.
536,26,65c4bfbc22bc351322c66e32,A8,ballet,7.0,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",A little more beautiful,3.0,,2.0,,5.0,,
537,27,63f77942d3cad20e65a411a9,A8,ballet,9.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",the whole image is in motion,8.0,,8.0,,8.0,,
538,28,5c584d2040378900013b6fb9,A8,ballet,6.0,"[0,0,0,0]","[0,0,1,1]","[1,1,1,0]","[1,1,0,1]",you can see a wand which is being held and pointed at a fairy type figure. she looks to be made a different size,7.0,,7.0,,8.0,,
539,29,613e454dca2db9fcef1f8e8d,A8,ballet,8.0,"[0,1,1,0]","[1,0,1,1]","[0,1,1,0]","[0,1,0,1]","The movement of arms and legs dancing, and the lines in the abstract backgound that also indicate movement. A blurryness to the image. The movement of the conductors baton",8.0,,7.0,,8.0,"  It feels like there is a lot going on in this image, the density of the green colour is quite intense",
120,0,나비,A9,ballet,8.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 0]","[0, 0, 1, 0]",팔다리의 큰 움직임,8.0,8,7.0,7,7.0,7,
121,1,rub,A9,ballet,8.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 1, 0]","[0, 0, 0, 0]",she's obviously doing ballet,6.0,6 | elegant but smoothly moving and cute,6.0,6 | for me it should be a happy song for ballet,7.0,7 | for me it should be a happy song for ballet,
122,2,Daisy,A9,ballet,7.0,"[0, 0, 0, 0]","[1, 0, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 0]","The woman is dancing, and there is also a group of women behind.",7.0,"7 | The woman is dancing ballet, so I suppose this is the tempo of a typical ballet dance.",7.0,7 | Same reason with the question about the tempo.,8.0,8 | I think there is some tension between the woman in the front and the group of women behind. That is why I think the density level is high.,
123,3,Doky,A9,ballet,8.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 0, 1, 0]","[0, 0, 1, 0]",발레를 연상하는 인물의 춤사위. (팔과 높게 뻗은 다리의 움직임),6.0,6 | 발레곡처럼 너무 빠르지도 않으면서 클래식 음악 치고는 비교적 더 빠른 템포가 연상됨.,8.0,8 | 색채가 밝고 활기차므로 (행복한 분위기) 음은 쾌활하고 높은 경쾌한 음이 잘 어울릴 것 같음,7.0,7 | 춤을 연상하므로 밀도는 비교적 높아야 할 것으로 예상됨.,
124,4,chanpig,A9,ballet,7.0,"[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 0, 0]",팔의 기울임,5.0,5 |  혼자서만 움직여서,5.0,5 |  혼자서만 크게 자세를 잡고있어서,3.0,3 |  천천히 발래를 할것같음,
125,5,곤듀,A9,ballet,8.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 0]","인물들의 동작, 복장에 의해 발레공연을 연상캐함",3.0,3 | 그림은 발레공연 중 한장면이라고 바로 인식은 가능하다 발레음악에 대한 경험이 전무하다 유일하게 기억하는 백조의 호수 중 유명한 부분을 생각해서 선택함.,2.0,"2 | 발레공연 장면을 연상케하는 본그림에서 느껴지는 것은 우아함, 웅장함임. 따라서 낮음 피치가 어울리다고 생각함",2.0,2 | 본 그림에서는 우아함과 웅장함이 떠오르기 때문에 낮은 밀도의 음이 어울린다고 생각함,
126,6,이인애,A9,ballet,8.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]",거친선의표현,6.0,6,7.0,7,5.0,5,
127,7,고고,A9,ballet,8.0,"[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 1, 1]","[0, 0, 1, 0]",춤추는모습,7.0,7,7.0,7,7.0,7,
128,8,경,A9,ballet,7.0,"[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 1, 0]","[0, 0, 1, 0]",우아하게 발레를 하는 모습에서 움직임을 느낄 수 있음.,4.0,4 |  적당히 가볍고 우아한 움직임을 잘 나타냄.,4.0,4 |  적당히 가볍고 우아한 움직임을 잘 드러냄.,9.0,"9 |  우아한 움직임, 화려함을 잘 드러냄.",
129,9,yoni,A9,ballet,8.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 1]",인물,5.0,5,5.0,5,5.0,5,
130,10,밍경댕,A9,ballet,8.0,"[0, 0, 0, 0]","[1, 0, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 0]",발레리나의 자세 및 표정 ,4.0,4 |  긴박함 보다는 우아함에 가까운 느낌,8.0,8 |  밝은 느낌의 높은 음이 잘 어울릴 듯,2.0,2 |  가벼운 느낌이라 밀도 역시 낮았을 것으로 상상됨.,
131,11,배뀽,A9,ballet,8.0,"[1, 1, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 0]","[0, 0, 1, 0]","발레리나의 움직임, 뒤에서 움직이는 발레리나 ",6.0,6 |  발레리나가 그렇게 빠른 탬포의 춤을 추고 있지 않은 것 같음,8.0,8 |  상쾌하고 밝은 느낌,3.0,3 |  촘촘한 느낌은 아닌 여유로운 춤사위,
132,12,미지,A9,ballet,6.0,"[0, 0, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 1]",그림 표현이 깔끔하고 동작이 정제되어 보여 역동적 느낌이 덜함,8.0,8 | 가볍게 뛰는 발레 동작을 떠올렸을때 어울리는 템포임,7.0,7 | 가벼운 발레 동작과 어울림,7.0,7 | 발레의 여러 동작들과 어울림,
133,13,boldmas,A9,ballet,8.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 1, 1]","[0, 0, 1, 0]",The subjects of the painting that are in movement are in those areas.,6.0,6 | The figure seems to be dancing gracefully.,5.0,"5 | There seems to be a balance between the colors, the brush strokes, and the movement of the characters.",5.0,5 | it is a well-balanced scene,
134,14,Seong Ho,A9,ballet,10.0,"[0,0,0,0]","[1,0,1,1]","[0,1,1,1]","[0,0,1,0]",어려운 발레동작이 역동적인 느낌을 줌.,10.0,  클라이맥스 같은 느낌 표현 원함.,7.0,,9.0,"  여러명의 발레리나 중 에이스 한명이 두드러 지는데, 이를 density 로 표현 했으면 함.",연극같은 느낌.
135,15,5e67524094c67a000a04ca8e,A9,ballet,8.0,"[0,0,0,0]","[0,0,1,1]","[0,0,1,1]","[0,0,0,0]",I see dancers,7.0,,7.0,,6.0,,
136,16,6400dc9af341e8a575a457f6,A9,ballet,8.0,"[0,0,0,0]","[1,0,1,1]","[1,1,1,1]","[0,0,1,0]",they put motion to the image,6.0,,9.0,,9.0,,
137,17,5e4875f3110b3730eefa32a1,A9,ballet,7.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",the colours among the mainly muted painting,4.0,,4.0,,5.0,,
138,18,5e909d9ac9ce2503b2650797,A9,ballet,7.0,"[0,0,0,0]","[0,0,1,1]","[0,0,1,1]","[0,0,1,0]",her pose suggests a lot,6.0,,5.0,,4.0,,
139,19,5fc00a11268eb941e7d8b066,A9,ballet,6.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",The bouquet of flowers is especially eye-catching.,7.0,,8.0,,4.0,,
140,20,5b295f60bbd4880001117976,A9,ballet,7.0,"[0,0,0,0]","[1,0,1,0]","[1,0,1,0]","[0,0,1,0]",,7.0,,7.0,,7.0,,
141,21,630100561dc47fd83f5b4745,A9,ballet,9.0,"[0,0,0,0]","[1,1,0,1]","[0,1,1,1]","[0,0,1,0]",Women dancing together with arm pointed upwards. ,6.0,,5.0,,4.0,,
142,22,5f7959d0b6791155e6932dd1,A9,ballet,7.0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,1]","[0,0,1,0]",The main dancer is what bring dynamism.,7.0,  The high and bright dance of the picture should be mimic in the faster tempo of the music.,7.0,  The femininity of the picture should be shown in the higher pitch of the music.,3.0,  The ease of a ballet performance should also be shown in the lightness of the music.,The music should be complicated like a ballet performance but also light in movement.
143,23,5967e9a831394d0001abdb3f,A9,ballet,7.0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]","The figure is not dancing, but taking an encore",3.0,,3.0,,2.0,,
144,24,657421f9661ce9a8cd7482d1,A9,ballet,9.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,0]","[1,1,1,1]",The area selected beautify the art work,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
145,25,5e56590389b924000c184113,A9,ballet,8.0,"[0,0,0,0]","[0,0,1,1]","[0,1,1,1]","[0,0,1,0]","Movement, dance, wonder and praise",8.0,,5.0,,9.0,,"Rich, lush and full sound "
146,26,65c4bfbc22bc351322c66e32,A9,ballet,6.0,"[0,0,1,0]","[0,0,0,0]","[0,1,0,0]","[0,1,1,0]",They are very beautiful,3.0,,2.0,,6.0,,
147,27,63f77942d3cad20e65a411a9,A9,ballet,8.0,"[0,0,0,0]","[1,1,1,1]","[0,0,1,1]","[0,0,1,0]",the dancing women,7.0,,8.0,,6.0,,
148,28,5c584d2040378900013b6fb9,A9,ballet,7.0,"[0,0,0,0]","[1,1,1,1]","[0,1,1,1]","[0,0,1,0]",A slow dance is being done with a group of dancers entering to the side,3.0,,1.0,,3.0,,
149,29,613e454dca2db9fcef1f8e8d,A9,ballet,8.0,"[0,0,0,0]","[1,0,1,1]","[0,0,1,0]","[0,0,1,0]","Arms and legs oustretched, wearing ballet costume on a stage, indicating movement",6.0,,7.0,,8.0,  as if recieving applause,
